COLLECT_TARGET_ID,CONTACT_ACCOUNT_TYPE,ACCOUNT_ID,ACCOUNT,FRIEND_ID,FRIEND_ACCOUNT,FRIEND_NICKNAME,WEIBO_MESSAGE_TYPE,MAIL_SEND_TIME,WEIBO_MESSAGE,WEIBO_REPLY_COUNTER,WEIBO_RETWEET_COUNTER,WEIBO_LIKE_COUNTER,MBLOG_ID,RELEVANT_MBLOG_ID,IDROOT_MBLOG_ID,GROUP_NUM,DELETE_STATUS,DELETE_TIME
350000282600100100201407241442027054203478603080281087990,00000QQ,,2263823425,,2263823425,绝对可怜的小孩,,1403767553,别理我、、、听到没,,,,,,,,0,
350000282600100100201407241442027054203478603080281087990,00000QQ,,2263823425,,2263823425,绝对可怜的小孩,,1403506140,别理我,,,,,,,,0,
350000282600100100201407241442027054203478603080281087990,00000QQ,,2263823425,,2263823425,绝对可怜的小孩,,1403493469,我泼过来啊,,,,,,,,0,
350000282600100100201407241442027054203478603080281087990,00000QQ,,2263823425,,2263823425,绝对可怜的小孩,,1403088273,[em]e110[/em][em]e111[/em][em]e112[/em][em]e112[/em],,,,,,,,0,
350000282600100100201407241442037054203478603080281087990,00000QQ,,2263823425,,2263823425,绝对可怜的小孩,,1403085439,[em]e41001[/em] 开心 签下大名好让全世界都知道,,,,,,,,0,
350000282600100100201407241442037054203478603080281087990,00000QQ,,2263823425,,2263823425,绝对可怜的小孩,,1401934894,签下大名好让全世界都知道,,,,,,,,0,
350000282600100100201407241442037054203478603080281087990,00000QQ,,2263823425,,2263823425,绝对可怜的小孩,,1401326822,,,,,,,,,0,
350000282600100100201407241442037054203478603080281087990,00000QQ,,2263823425,,2263823425,绝对可怜的小孩,,1399883315,签下大名好,,,,,,,,0,
350000282600100100201407241442037054203478603080281087990,00000QQ,,2263823425,,2263823425,绝对可怜的小孩,,1398146792,签下大名,,,,,,,,0,
350000282600100100201407241442037054203478603080281087990,00000QQ,,2263823425,,2263823425,绝对可怜的小孩,,1397696171,敢问路在何方？,,,,,,,,0,
350000282600100100201407241442037054203478603080281087990,00000QQ,,2263823425,,2263823425,绝对可怜的小孩,,1362127138,我的名字 :绝对可怜的小孩,0,,,,,,,0,
350000282600100100201407241442037054203478603080281087990,00000QQ,,2263823425,,2263823425,绝对可怜的小孩,,1403071184,,,,,,,,,0,
350000282600100100201407241442037054203478603080281087990,00000QQ,,2263823425,,878323906,旅游爸爸网·海鲨①,,1403061620,,,,,,,,,0,
350000282600100100201407241442037054203478603080281087990,00000QQ,,2263823425,,2404550189,木马伊,,1403059348,无聊,,,,,,,,0,
350000282600100100201407241442037054203478603080281087990,00000QQ,,2263823425,,2404550189,木马伊,,1403059281,更好,,,,,,,,0,
350000282600100100201407241442037054203478603080281087990,00000QQ,,2263823425,,878323906,旅游爸爸网·海鲨①,,1404098761,,,,,,,,,0,
350000282600100100201407241442037054203478603080281087990,00000QQ,,2263823425,,837051390,辉极,,1403956081,老婆做的蛋糕新鲜出炉，趁热吃更好吃！,,,,,,,,0,
350000282600100100201407241442037054203478603080281087990,00000QQ,,2263823425,,2263823425,绝对可怜的小孩,,1403767553,别理我、、、听到没,,,,,,,,0,
350000282600100100201407241442037054203478603080281087990,00000QQ,,2263823425,,878323906,旅游爸爸网·海鲨①,,1403759863,,,,,,,,,0,
350000282600100100201407241442037054203478603080281087990,00000QQ,,2263823425,,878323906,旅游爸爸网·海鲨①,,1403666413,,,,,,,,,0,
350000282600100100201407241442037054203478603080281087990,00000QQ,,2263823425,,878323906,旅游爸爸网·海鲨①,,1403664650,【周末去哪儿】提子采摘138|六鳌露营198|白水洋780大金湖660|云顶498|武夷山830，更多国内、出境，海鲨 18659234566,,,,,,,,0,
350000282600100100201407241442037054203478603080281087990,00000QQ,,2263823425,,2404550189,木马伊,,1403602979,好无聊啊，来个人诶[em]e103[/em],,,,,,,,0,
350000282600100100201407241442037054203478603080281087990,00000QQ,,2263823425,,2404550189,木马伊,,1403602889,,,,,,,,,0,
350000282600100100201407241442037054203478603080281087990,00000QQ,,2263823425,,2263823425,绝对可怜的小孩,,1403506140,别理我,,,,,,,,0,
350000282600100100201407241442037054203478603080281087990,00000QQ,,2263823425,,2263823425,绝对可怜的小孩,,1403493469,我泼过来啊,,,,,,,,0,
350000282600100100201407241442037054203478603080281087990,00000QQ,,2263823425,,878323906,旅游爸爸网·海鲨①,,1403445433,,,,,,,,,0,
350000282600100100201407241442037054203478603080281087990,00000QQ,,2263823425,,878323906,旅游爸爸网·海鲨①,,1403436480,【活动流程】 08:30 指定地点集合出发，前往美丽的金光湖，【舒筋活骨】互动游戏缓解车上的疲劳，达到全身放松的状态；抛掉全部烦恼，带着美好的旅游心情开始旅程！10:30 抵达金光湖原始森林景区，在【金光寨】稍事休息，等待11:00的野人表演！11：00 “部落风情”狂野的森林舞蹈，惊悚的土著火神、上刀山参与有趣的、竹杆舞草裙舞等原始部落节目表演,感受精彩刺激的森林原始文化。12:00-13:30 景区享用午餐，品一顿特色的农家菜。饭后在餐厅小憩半小时！餐后领队可组织团队趣味互动活动。13:30-15:00 后2.5公里行程：（约1.5小时）...,,,,,,,,0,
350000282600100100201407241442037054203478603080281087990,00000QQ,,2263823425,,7796387,华筝,,1403273323,求实,,,,,,,,0,
350000282600100100201407241442037054203478603080281087990,00000QQ,,2263823425,,878323906,旅游爸爸网·海鲨①,,1403231603,转载了一篇日志,,,,,,,,0,
350000282600100100201407241442037054203478603080281087990,00000QQ,,2263823425,,878323906,旅游爸爸网·海鲨①,,1403231568,转载了一篇日志,,,,,,,,0,
350000282600100100201407241442037054203478603080281087990,00000QQ,,2263823425,,2263823425,绝对可怜的小孩,,1403145617,,,,,,,,,0,
350000282600100100201407241442037054203478603080281087990,00000QQ,,2263823425,,2263823425,绝对可怜的小孩,,1403088273,[em]e110[/em][em]e111[/em][em]e112[/em][em]e112[/em],,,,,,,,0,
350000282600100100201407241442037054203478603080281087990,00000QQ,,2263823425,,2263823425,绝对可怜的小孩,,1403085439,[em]e41001[/em] 开心 签下大名好让全世界都知道,,,,,,,,0,
350000282600100100201407241442037054203478603080281087990,00000QQ,,2263823425,,2263823425,绝对可怜的小孩,,1403085024,,,,,,,,,0,
350000282600100100201407241442037054203478603080281087990,00000QQ,,2263823425,,2263823425,绝对可怜的小孩,,1403073840,[em]e120[/em],,,,,,,,0,
350000282600100100201407241442037054203478603080281087990,00000QQ,,2263823425,,2563971646,张三,,1403071471,@{uin:2263823425,nick:绝对可怜的小孩} @{uin:1665078903,nick:大爷},,,,,,,,0,
350000282600100100201407241442037054203478603080281087990,00000QQ,,2263823425,,878323906,旅游爸爸网·海鲨①,,1403064252,【周末去哪儿】十里蓝山、提子采摘138|六鳌露营198|白水洋399|大金湖490|云顶598|武夷山900，海鲨：18659234566,,,,,,,,0,
350000282600100100201407241442037054203478603080281087990,00000QQ,,2263823425,,878323906,旅游爸爸网·海鲨①,,1403061719,,,,,,,,,0,
350000282600100100201407241442037054203478603080281087990,00000QQ,,2263823425,,1665078903,大爷,,1400057203,哦破婆婆nuhhggygffttt,,,,,,,,0,
350000282600100100201407241442037054203478603080281087990,00000QQ,,2263823425,,1665078903,大爷,,1400057103,,,,,,,,,0,
350000282600100100201407241442037054203478603080281087990,00000QQ,,2263823425,,1665078903,大爷,,1400057102,,,,,,,,,0,
350000282600100100201407241442037054203478603080281087990,00000QQ,,2263823425,,1665078903,大爷,,1400057060,vyhhhuu,,,,,,,,0,
350000282600100100201407241442037054203478603080281087990,00000QQ,,2263823425,,1665078903,大爷,,1378781367,哦破婆婆,,,,,,,,0,
350000282600100100201407241442037054203478603080281087990,00000QQ,,2263823425,,1665078903,大爷,,1362388157,我的名字 :小胖的青春 我是 : [图片] 我在这里 :中国 福建 厦门 我的星座 : [图片] ...,,,,,,,,0,
350000282600100100201407241442037054203478603080281087990,00000QQ,,2263823425,,2263823425,绝对可怜的小孩,,1397696171,敢问路在何方？,,,,,,,,0,
350000282600100100201407241442037054203478603080281087990,00000QQ,,2263823425,,2263823425,绝对可怜的小孩,,1397696094,好无聊啊…………,,,,,,,,0,
350000282600100100201407241442037054203478603080281087990,00000QQ,,2263823425,,2263823425,绝对可怜的小孩,,1382685875,明天我就好了支,,,,,,,,0,
350000282600100100201407241442037054203478603080281087990,00000QQ,,2263823425,,2263823425,绝对可怜的小孩,,1377051861,明天我就好了,,,,,,,,0,
350000282600100100201407241442037054203478603080281087990,00000QQ,,2263823425,,2263823425,绝对可怜的小孩,,1372146257,Nice,,,,,,,,0,
350000282600100100201407241442037054203478603080281087990,00000QQ,,2263823425,,2263823425,绝对可怜的小孩,,1369708769,不是没有一种可能！@乎啦啦！&13145208963CAFE,,,,,,,,0,
350000282600100100201407241442037054203478603080281087990,00000QQ,,2263823425,,2263823425,绝对可怜的小孩,,1369028916,单一的生活，不一样的体会！,,,,,,,,0,
350000282600100100201407241442037054203478603080281087990,00000QQ,,2263823425,,2263823425,绝对可怜的小孩,,1369020969,国防方法单一的生活，不一样的体会！,,,,,,,,0,
350000282600100100201407241442037054203478603080281087990,00000QQ,,2263823425,,2263823425,绝对可怜的小孩,,1366267356,最近爱吃,,,,,,,,0,
350000282600100100201407241442037054203478603080281087990,00000QQ,,2263823425,,2263823425,绝对可怜的小孩,,1362127138,我的名字 :绝对可怜的小孩 我是 : [图片] 我在这里 : 一个神秘的地方 我的星座 : [图片] ...,,,,,,,,0,
350000282600100100201407241442037054203478603080281087990,00000QQ,,2263823425,,2263823425,绝对可怜的小孩,,1403767553,别理我、、、听到没,,,,,,,,0,
350000282600100100201407241442037054203478603080281087990,00000QQ,,2263823425,,2263823425,绝对可怜的小孩,,1403506140,别理我,,,,,,,,0,
350000282600100100201407241442037054203478603080281087990,00000QQ,,2263823425,,2263823425,绝对可怜的小孩,,1403493469,我泼过来啊,,,,,,,,0,
