COLLECT_TARGET_ID,CONTACT_ACCOUNT_TYPE,ACCOUNT_ID,ACCOUNT,GROUP_NUM,GROUP_NAME,FRIEND_ID,FRIEND_ACCOUNT,FRIEND_NICKNAME,CONTENT,MAIL_SEND_TIME,LOCAL_ACTION,TALK_ID,DELETE_STATUS,DELETE_TIME
350000282600100100201407241441077054203478603080281087990,1030001,,1905638296,250982193,绝对可怜的孩子,,1905638296,Alan,180,1398242700,01,e28db86563db4c8ba1967d72ffa06bcb,0,
350000282600100100201407241441077054203478603080281087990,1030001,,1905638296,250982193,绝对可怜的孩子,,1905638296,Alan,181,1398242703,01,fd38c6260669442a968d0af1553e2f62,0,
350000282600100100201407241441077054203478603080281087990,1030001,,1905638296,250982193,绝对可怜的孩子,,1905638296,Alan,152,1398242704,01,f320329130bd47749bebeb914f4cdd0a,0,
350000282600100100201407241441077054203478603080281087990,1030001,,1905638296,250982193,绝对可怜的孩子,,1905638296,Alan,183,1398242705,01,443c1458b494420980640d7d00765683,0,
350000282600100100201407241441077054203478603080281087990,1030001,,1905638296,250982193,绝对可怜的孩子,,1905638296,Alan,184,1398242707,01,e435bd489c114f0497e447577954f678,0,
350000282600100100201407241441077054203478603080281087990,1030001,,1905638296,250982193,绝对可怜的孩子,,1905638296,Alan,185,1398242708,01,45ca98e4227f40168065b939716fa9e7,0,
350000282600100100201407241441077054203478603080281087990,1030001,,1905638296,250982193,绝对可怜的孩子,,1905638296,Alan,186,1398242709,01,12ca9eab14dd4e578888187b15f63d06,0,
350000282600100100201407241441077054203478603080281087990,1030001,,1905638296,250982193,绝对可怜的孩子,,1905638296,Alan,187,1398242710,01,70692c1bebb142fa87906c62013cf5e9,0,
350000282600100100201407241441077054203478603080281087990,1030001,,1905638296,250982193,绝对可怜的孩子,,1905638296,Alan,188,1398242711,01,6333dc16f19b46edb533bf42a43d90e8,0,
350000282600100100201407241441077054203478603080281087990,1030001,,1905638296,250982193,绝对可怜的孩子,,1905638296,Alan,189,1398242712,01,8810d00719cb47fba8d9b28236a0f893,0,
350000282600100100201407241441077054203478603080281087990,1030001,,1905638296,250982193,绝对可怜的孩子,,1905638296,Alan,190,1398242713,01,a120e6b88e86481fa292b6bff34f5938,0,
350000282600100100201407241441077054203478603080281087990,1030001,,1905638296,250982193,绝对可怜的孩子,,1905638296,Alan,191,1398242714,01,df0aaee361e84ef9ae60b8f2d0de577e,0,
350000282600100100201407241441077054203478603080281087990,1030001,,1905638296,250982193,绝对可怜的孩子,,1905638296,Alan,192,1398242716,01,0793c3daddce408fb673774b35b3945a,0,
350000282600100100201407241441077054203478603080281087990,1030001,,1905638296,250982193,绝对可怜的孩子,,1905638296,Alan,193,1398242717,01,d1e963e4cba6492f895484e4c499ef25,0,
350000282600100100201407241441077054203478603080281087990,1030001,,1905638296,250982193,绝对可怜的孩子,,1905638296,Alan,194,1398242718,01,fef44eaa8b7f4999873ffd9bb3c697b0,0,
350000282600100100201407241441077054203478603080281087990,1030001,,1905638296,250982193,绝对可怜的孩子,,1905638296,Alan,162,1398242719,01,43fe252a793a4175924d54064daec5d1,0,
350000282600100100201407241441077054203478603080281087990,1030001,,1905638296,250982193,绝对可怜的孩子,,1905638296,Alan,196%197,1398242721,01,1043f30714304507ba72afe8762abd2e,0,
350000282600100100201407241441077054203478603080281087990,1030001,,1905638296,250982193,绝对可怜的孩子,,1905638296,Alan,198,1398242722,01,b9b865d3d81340c6acdcfbc388631744,0,
350000282600100100201407241441077054203478603080281087990,1030001,,1905638296,250982193,绝对可怜的孩子,,1905638296,Alan,99,1398242723,01,e88f91c6e2094f6d910fe9389eb80c6d,0,
350000282600100100201407241441077054203478603080281087990,1030001,,1905638296,250982193,绝对可怜的孩子,,1905638296,Alan,199,1398242725,01,75bd2283ba10481a870bb074aebf130f,0,
350000282600100100201407241441077054203478603080281087990,1030001,,1905638296,250982193,绝对可怜的孩子,,1905638296,Alan,200,1398242726,01,a1a1c6287a7b44adabae1852e939f9a6,0,
350000282600100100201407241441077054203478603080281087990,1030001,,1905638296,250982193,绝对可怜的孩子,,1905638296,Alan,201,1398242731,01,c2bcd003929742e9b6fb43b31de05589,0,
350000282600100100201407241441077054203478603080281087990,1030001,,1905638296,250982193,绝对可怜的孩子,,1905638296,Alan,202,1398242732,01,aa1d0abae2774e52907b13610a07104d,0,
350000282600100100201407241441077054203478603080281087990,1030001,,1905638296,250982193,绝对可怜的孩子,,1905638296,Alan,203,1398242733,01,f0c5fa68252f4dff9c0783aabce3c060,0,
